0,0,1,2,1,1,101,60967,0,0
0,0,1,2,1,1,101,58738,0,0
0,0,1,4,0,0,101,60613,0,0
0,0,3,3,0,0,101,58905,0,0
1,0,1,3,0,0,101,58868,0,0
0,0,1,3,0,1,100,59288,0,0
0,0,2,3,0,0,101,60085,0,0
1,0,1,3,0,0,101,60632,0,0
1,0,2,4,1,0,101,59914,0,0
0,0,2,2,0,1,99,61066,0,0
1,0,1,3,1,2,102,61230,0,0
0,0,2,4,1,1,101,61236,0,0
2,0,2,4,0,0,102,59371,0,0
0,0,2,2,0,0,100,59683,0,0
1,0,2,3,1,0,101,60272,0,0
0,0,2,3,1,0,101,59785,0,0
0,0,2,3,0,1,101,61294,0,0
0,0,1,3,0,0,101,60938,0,0
0,0,3,1,0,0,101,59698,0,0
1,0,1,2,3,0,102,62755,0,0
1,0,0,5,0,0,102,61504,0,0
0,0,2,3,2,0,101,61643,0,0
0,0,2,3,1,0,101,61219,0,0
0,0,3,3,0,0,101,59359,0,0
0,0,2,3,1,1,100,60775,0,0
0,0,1,2,0,0,102,60011,0,0
0,0,3,3,1,0,100,59274,0,0
0,0,1,3,0,0,102,60375,0,0
0,0,2,5,1,0,101,60249,0,0
0,0,2,4,2,0,102,61829,0,0
0,0,2,3,1,0,102,62543,0,0
0,0,2,2,1,0,102,59810,0,0
0,0,2,4,0,0,101,59975,0,0
0,1,2,3,1,0,102,61408,0,0
0,0,2,4,0,0,101,59640,0,0
0,0,1,3,0,0,101,61661,0,0
0,1,2,4,0,1,100,61522,0,0
0,0,2,3,0,1,101,61292,0,0
1,0,1,3,1,1,101,60383,0,0
1,0,2,3,1,0,100,62308,0,0
0,0,1,4,0,0,99,61283,0,0
0,0,2,3,1,0,101,59979,0,0
2,0,1,3,0,0,100,59805,0,0
0,1,2,2,0,0,101,61021,0,0
0,0,2,3,1,0,101,61645,0,0
1,0,1,3,0,0,100,59404,0,0
0,0,2,3,1,2,101,59808,0,0
0,0,1,3,1,1,101,59734,0,0
0,0,1,2,0,0,101,59489,0,0
0,1,1,2,1,1,101,60710,0,0
0,0,2,4,0,0,101,61224,0,0
0,0,2,3,1,6,101,60544,0,0
0,1,2,3,3,0,102,61180,0,0
0,0,2,3,0,0,101,59902,0,0
0,0,1,3,0,0,101,59591,0,0
0,0,2,3,1,0,101,59989,0,0
0,0,2,3,0,0,101,59426,0,0
0,0,1,3,0,0,101,59101,0,0
0,0,2,3,0,0,101,59480,0,0
0,0,1,3,1,1,101,60072,0,0
1,0,2,3,1,0,101,59850,0,0
0,0,1,3,0,1,102,58925,0,0
0,0,1,3,0,0,101,60576,0,0
0,0,1,3,2,0,101,59984,0,0
0,0,2,3,2,0,101,60211,0,0
0,0,2,2,0,0,101,59867,0,0
0,0,1,3,0,0,101,59976,0,0
0,0,2,3,0,1,101,59079,0,0
0,0,2,3,0,1,101,59079,0,0
0,0,1,3,0,0,102,59591,0,0
1,0,1,2,1,1,101,59594,0,0
0,0,2,3,2,0,101,59485,0,0
0,0,1,3,0,0,101,60256,0,0
0,0,2,2,1,0,100,59030,0,0
0,0,2,3,0,0,101,59291,0,0
0,0,2,3,0,2,101,59125,0,0
0,0,1,3,0,0,101,59900,0,0
1,0,2,2,1,0,96,59027,0,0
1,0,2,2,1,0,91,60385,0,0
0,0,2,3,1,0,94,60668,0,0
0,0,1,2,1,0,97,59174,0,0
0,0,2,2,1,0,99,60135,0,0
1,0,1,2,1,0,101,60634,0,0
0,0,2,3,1,1,101,59477,0,0
0,0,2,1,1,0,105,60134,0,0
0,0,3,3,1,2,103,59678,0,0
0,0,2,2,1,0,104,60897,0,0
0,0,1,4,1,0,102,59588,0,0
2,1,2,4,1,0,103,60969,0,0
1,0,1,3,0,0,103,61423,0,0
1,0,2,2,1,0,102,61559,0,0
0,0,1,4,0,0,102,61107,0,0
2,0,2,3,0,0,104,60565,0,0
0,0,2,1,1,0,103,59616,0,0
0,0,2,2,0,0,104,59689,0,0
0,0,2,3,1,0,103,59903,0,0
0,0,3,3,1,0,102,59409,0,0
0,0,1,2,1,2,102,59486,0,0
0,0,2,3,0,0,102,60034,0,0
1,0,2,3,0,0,102,58509,0,0
0,1,2,4,0,0,101,59673,0,0
0,0,2,3,0,0,102,59656,0,0
0,0,1,3,1,0,101,58856,0,0
0,0,1,3,0,0,102,60558,0,0
0,0,2,4,1,0,95,59438,0,0
0,0,2,3,1,0,94,59766,0,0
1,1,2,3,1,1,94,59449,0,0
1,1,1,3,0,0,94,59229,0,0
1,0,1,2,1,0,96,61398,0,0
1,0,2,3,1,0,97,59355,0,0
0,0,1,3,1,0,99,59027,0,0
0,0,2,3,2,0,101,59350,0,0
0,0,2,2,1,0,102,60659,0,0
0,0,2,2,0,1,102,59859,0,0
0,0,2,2,1,1,102,59803,0,0
1,0,1,3,1,0,102,60514,0,0
2,0,1,1,1,0,102,58946,0,0
0,0,2,3,1,0,102,59333,0,0
0,0,0,3,1,0,101,60746,0,0
0,0,1,2,0,0,104,59916,0,0
0,0,1,2,2,0,101,59344,0,0
0,0,2,3,1,0,101,58987,0,0
1,0,1,2,2,1,101,60673,0,0
2,0,2,2,1,0,101,59860,0,0
1,0,0,3,1,0,101,59808,0,0
0,0,2,3,0,1,101,61164,0,0
0,0,1,3,2,1,102,60802,0,0
0,0,2,2,2,0,102,61326,0,0
0,0,1,3,2,0,102,60811,0,0
0,0,0,3,0,0,103,60215,0,0
0,0,0,3,1,0,101,59209,0,0
1,0,2,5,0,0,102,59829,0,0
1,0,2,3,1,0,101,60117,0,0
0,0,0,3,1,0,102,59389,0,0
0,0,2,3,1,0,101,59383,0,0
0,1,1,3,0,0,102,61806,0,0
0,0,2,4,1,0,100,59940,0,0
0,2,1,5,1,1,101,59963,0,0
0,1,1,4,2,0,101,61475,0,0
0,0,2,3,1,0,101,62052,0,0
0,0,2,3,1,0,102,60814,0,0
1,1,1,3,1,0,101,61181,0,0
1,1,1,4,1,0,102,59974,0,0
2,0,0,3,1,0,101,59493,0,0
1,0,1,4,1,0,100,60389,0,0
0,0,2,3,0,0,101,61296,0,0
1,0,2,3,1,0,101,59495,0,0
0,0,2,2,0,0,101,60197,0,0
2,0,2,2,0,3,101,60140,0,0
1,0,2,3,2,0,101,59862,0,0
1,1,1,3,1,0,101,60651,0,0
0,0,1,3,1,0,101,60271,0,0
0,0,4,3,1,0,102,59071,0,0
0,0,2,3,1,0,102,59884,0,0
0,0,2,2,0,0,101,59365,0,0
0,0,2,3,1,0,102,59573,0,0
1,0,1,2,1,1,101,58937,0,0
0,1,2,3,1,1,102,60077,0,0
0,0,2,3,3,1,101,60726,0,0
1,0,1,3,1,0,100,59027,0,0
1,0,1,3,1,0,103,59711,0,0
0,0,2,3,1,0,102,58927,0,0
1,0,2,3,1,0,102,59617,0,0
0,0,2,3,1,0,102,59757,0,0
1,0,0,3,1,1,101,58890,0,0
0,0,2,3,1,0,102,58639,0,0
0,0,1,2,0,0,102,58993,0,0
0,0,2,2,0,0,102,59195,0,0
0,0,2,3,2,0,102,59300,0,0
1,0,1,3,1,0,101,59075,0,0
1,0,2,2,1,1,101,59905,0,0
1,0,1,3,1,0,101,60419,0,0
0,0,2,3,2,0,101,59681,0,0
0,0,2,3,0,0,101,59006,0,0
0,0,2,3,1,0,102,59477,0,0
0,1,1,4,1,0,101,58847,0,0
0,0,2,1,0,0,102,58420,0,0
0,1,1,2,1,0,101,59749,0,0
0,0,1,2,1,1,102,60152,0,0
2,0,1,3,1,0,102,59589,0,0
1,0,0,3,1,0,101,58887,0,0
1,2,1,3,1,0,102,59208,0,0
1,0,0,3,3,0,102,60858,0,0
0,0,2,3,0,0,100,60825,0,0
0,0,2,3,2,1,101,60615,0,0
1,0,2,3,4,0,101,60406,0,0
0,0,2,3,0,2,101,59546,0,0
0,0,3,3,1,1,101,61341,0,0
1,0,1,3,2,0,102,60439,0,0
1,0,2,3,1,0,102,58590,0,0
0,0,1,3,0,2,102,61827,0,0
1,0,2,3,0,0,103,60196,0,0
0,1,2,2,0,0,103,60084,0,0
2,0,1,2,1,0,102,60570,0,0
0,0,3,3,0,1,102,60313,0,0
0,0,2,3,1,1,101,59106,0,0
1,0,3,3,2,0,101,59901,0,0
1,0,1,2,0,0,102,59708,0,0
0,0,1,3,1,0,101,59311,0,0
0,2,2,4,0,0,102,60832,0,0
